step,train_loss,train_vqa_open,train_vqa_close
4,0.011967693455517292,"tensor(0.2189, device='cuda:0')","tensor(0.7326, device='cuda:0')"
4,0.0011094695655629039,"tensor(0.2107, device='cuda:0')","tensor(0.7416, device='cuda:0')"
4,0.05564522743225098,"tensor(0.2056, device='cuda:0')","tensor(0.7416, device='cuda:0')"
4,0.003385094692930579,"tensor(0.2032, device='cuda:0')","tensor(0.7021, device='cuda:0')"
4,0.001413100864738226,"tensor(0.2024, device='cuda:0')","tensor(0.6700, device='cuda:0')"
4,0.0036030756309628487,"tensor(0.2024, device='cuda:0')","tensor(0.6542, device='cuda:0')"
4,0.012708697468042374,"tensor(0.1893, device='cuda:0')","tensor(0.6542, device='cuda:0')"
4,0.001264865044504404,"tensor(0.1893, device='cuda:0')","tensor(0.6637, device='cuda:0')"
5,0.002428713021799922,"tensor(0.2035, device='cuda:0')","tensor(0.6724, device='cuda:0')"
5,0.003811254631727934,"tensor(0.1993, device='cuda:0')","tensor(0.6724, device='cuda:0')"
5,0.006036617327481508,"tensor(0.1973, device='cuda:0')","tensor(0.6500, device='cuda:0')"
5,0.010816937312483788,"tensor(0.1954, device='cuda:0')","tensor(0.6341, device='cuda:0')"
5,0.001216692733578384,"tensor(0.1954, device='cuda:0')","tensor(0.6250, device='cuda:0')"
5,0.008905014954507351,"tensor(0.2058, device='cuda:0')","tensor(0.6250, device='cuda:0')"
5,0.0027809045277535915,"tensor(0.2070, device='cuda:0')","tensor(0.6154, device='cuda:0')"
5,0.001418966450728476,"tensor(0.2050, device='cuda:0')","tensor(0.6154, device='cuda:0')"
6,0.001424228074029088,"tensor(0.2031, device='cuda:0')","tensor(0.6269, device='cuda:0')"
6,0.0024733548052608967,"tensor(0.2025, device='cuda:0')","tensor(0.6176, device='cuda:0')"
6,0.0019620894454419613,"tensor(0.2145, device='cuda:0')","tensor(0.6312, device='cuda:0')"
6,0.0006054837722331285,"tensor(0.2101, device='cuda:0')","tensor(0.6312, device='cuda:0')"
6,0.012128512375056744,"tensor(0.2082, device='cuda:0')","tensor(0.6138, device='cuda:0')"
6,0.0012592390412464738,"tensor(0.2058, device='cuda:0')","tensor(0.6014, device='cuda:0')"
6,0.010445551946759224,"tensor(0.2040, device='cuda:0')","tensor(0.5921, device='cuda:0')"
6,0.0006709693698212504,"tensor(0.2131, device='cuda:0')","tensor(0.6000, device='cuda:0')"
7,0.0015813005156815052,"tensor(0.2125, device='cuda:0')","tensor(0.6101, device='cuda:0')"
7,0.0007669072947464883,"tensor(0.2213, device='cuda:0')","tensor(0.5951, device='cuda:0')"
7,0.0011806115508079529,"tensor(0.2207, device='cuda:0')","tensor(0.6024, device='cuda:0')"
